,Classifier,Accuracy,Precision,Recall,F1,Class0 Recall,Class1 Recall,Class0 Precision,Class1 Precision,Class0 F1,Class1 F1,Macro F1,Macro Recall,Macro Precision,TrainParticipants,TestParticipants,TrainConditions,TestConditions,Experiment
2,KNN,0.5761448349307774,0.48870450392141934,0.46954083465941177,0.42705279941129576,0.602125147579693,0.33695652173913043,0.8931698774080561,0.08423913043478261,0.7193229901269393,0.13478260869565217,0.42705279941129576,0.46954083465941177,0.48870450392141934,[10],[13],['RW'],['FW'],49
3,DecisionTree,0.744408945686901,0.5078666291897969,0.5143665622914635,0.499280115181571,0.8004722550177096,0.22826086956521738,0.9052069425901201,0.11052631578947368,0.8496240601503761,0.14893617021276595,0.499280115181571,0.5143665622914635,0.5078666291897969,[10],[13],['RW'],['FW'],49
4,MLP,0.6815761448349308,0.5016636384283443,0.5037600739181767,0.47616968638579643,0.7249114521841794,0.2826086956521739,0.9029411764705882,0.10038610038610038,0.8041912246234447,0.14814814814814814,0.47616968638579643,0.5037600739181767,0.5016636384283443,[10],[13],['RW'],['FW'],49
0,SVM,0.47439916405433646,0.49064605021432944,0.46806111476193324,0.37353541742311547,0.47559591373439275,0.4605263157894737,0.9108695652173913,0.07042253521126761,0.6249067859806114,0.12216404886561955,0.37353541742311547,0.46806111476193324,0.49064605021432944,[10],[14],['RW'],['FW'],49
1,RandomForest,0.8850574712643678,0.5267980718751492,0.5167722086146126,0.5184883635831382,0.9545970488081725,0.07894736842105263,0.9231613611416026,0.13043478260869565,0.9386160714285715,0.09836065573770492,0.5184883635831382,0.5167722086146126,0.5267980718751492,[10],[14],['RW'],['FW'],49
2,KNN,0.6436781609195402,0.49189426208970183,0.47584234422605887,0.4434651663702114,0.6753688989784336,0.27631578947368424,0.9153846153846154,0.06840390879478828,0.7772697583278901,0.10966057441253266,0.4434651663702114,0.47584234422605887,0.49189426208970183,[10],[14],['RW'],['FW'],49
3,DecisionTree,0.6489028213166145,0.4822844783190854,0.4486229762829321,0.4348107317621913,0.6867196367763905,0.21052631578947367,0.9097744360902256,0.0547945205479452,0.7826649417852521,0.08695652173913043,0.4348107317621913,0.4486229762829321,0.4822844783190854,[10],[14],['RW'],['FW'],49
4,MLP,0.6489028213166145,0.5048909867163277,0.5147484915466873,0.4589945487583283,0.674233825198638,0.35526315789473684,0.9237947122861586,0.08598726114649681,0.7795275590551182,0.13846153846153844,0.4589945487583283,0.5147484915466873,0.5048909867163277,[10],[14],['RW'],['FW'],49
0,SVM,0.40346820809248557,0.50672613990371,0.5257838283828382,0.3374756566760082,0.3849009900990099,0.6666666666666666,0.9424242424242424,0.07102803738317758,0.546572934973638,0.1283783783783784,0.3374756566760082,0.5257838283828382,0.50672613990371,[10],[15],['RW'],['FW'],49
1,RandomForest,0.9179190751445087,0.46650998824911866,0.49133663366336633,0.4786015672091621,0.9826732673267327,0.0,0.9330199764982373,0.0,0.9572031344183242,0.0,0.4786015672091621,0.49133663366336633,0.46650998824911866,[10],[15],['RW'],['FW'],49
2,KNN,0.6416184971098265,0.5106117904856153,0.5391154247003648,0.45406534521230674,0.6571782178217822,0.42105263157894735,0.9414893617021277,0.07973421926910298,0.7740524781341107,0.1340782122905028,0.45406534521230674,0.5391154247003648,0.5106117904856153,[10],[15],['RW'],['FW'],49
3,DecisionTree,0.8994219653179191,0.4658682634730539,0.4814356435643564,0.47352404138770543,0.9628712871287128,0.0,0.9317365269461078,0.0,0.9470480827754109,0.0,0.47352404138770543,0.4814356435643564,0.4658682634730539,[10],[15],['RW'],['FW'],49
4,MLP,0.6797687861271676,0.5078830260648443,0.5269237450060795,0.465073082083671,0.7029702970297029,0.3508771929824561,0.9388429752066115,0.07692307692307693,0.8039631988676574,0.12618296529968456,0.465073082083671,0.5269237450060795,0.5078830260648443,[10],[15],['RW'],['FW'],49
0,SVM,0.44640434192673,0.5378512007534139,0.57326224328594,0.4141220481646013,0.39652448657187994,0.75,0.9061371841155235,0.16956521739130434,0.5516483516483516,0.276595744680851,0.4141220481646013,0.57326224328594,0.5378512007534139,[10],[18],['RW'],['FW'],49
1,RandomForest,0.8059701492537313,0.42550143266475643,0.46919431279620855,0.4462809917355372,0.9383886255924171,0.0,0.8510028653295129,0.0,0.8925619834710744,0.0,0.4462809917355372,0.46919431279620855,0.42550143266475643,[10],[18],['RW'],['FW'],49
2,KNN,0.5793758480325645,0.5010246535511013,0.502012698991372,0.4613386019842318,0.6097946287519748,0.3942307692307692,0.8596881959910914,0.1423611111111111,0.7134935304990759,0.20918367346938774,0.4613386019842318,0.502012698991372,0.5010246535511013,[10],[18],['RW'],['FW'],49
3,DecisionTree,0.751696065128901,0.48991109101868596,0.4898301737756714,0.4898689411275224,0.8546603475513428,0.125,0.8560126582278481,0.12380952380952381,0.8553359683794467,0.12440191387559808,0.4898689411275224,0.4898301737756714,0.48991109101868596,[10],[18],['RW'],['FW'],49
4,MLP,0.6268656716417911,0.5303131723643318,0.5577834487787094,0.5047200357759895,0.6540284360189573,0.46153846153846156,0.8808510638297873,0.1797752808988764,0.7506799637352674,0.25876010781671155,0.5047200357759895,0.5577834487787094,0.5303131723643318,[10],[18],['RW'],['FW'],49
0,SVM,0.36189402480270577,0.5029292204686753,0.5052866668105216,0.34284943871994644,0.30809399477806787,0.7024793388429752,0.8676470588235294,0.13821138211382114,0.4547206165703276,0.23097826086956524,0.34284943871994644,0.5052866668105216,0.5029292204686753,[10],[19],['RW'],['FW'],49
1,RandomForest,0.8105975197294251,0.4883697852578097,0.49367757805925383,0.48569771936606115,0.9295039164490861,0.05785123966942149,0.8619854721549637,0.11475409836065574,0.8944723618090453,0.07692307692307694,0.48569771936606115,0.49367757805925383,0.4883697852578097,[10],[19],['RW'],['FW'],49
2,KNN,0.560315670800451,0.5208037460121436,0.5436203957447727,0.46708507413021777,0.566579634464752,0.5206611570247934,0.8821138211382114,0.15949367088607594,0.6899841017488076,0.2441860465116279,0.46708507413021777,0.5436203957447727,0.5208037460121436,[10],[19],['RW'],['FW'],49
3,DecisionTree,0.46786922209695603,0.4986020503261882,0.4970545713484237,0.4066082342135997,0.45691906005221933,0.5371900826446281,0.8620689655172413,0.13513513513513514,0.5972696245733788,0.21594684385382062,0.4066082342135997,0.4970545713484237,0.4986020503261882,[10],[19],['RW'],['FW'],49
4,MLP,0.5355129650507328,0.5187469430178528,0.5396985521006408,0.45384385461501675,0.5339425587467362,0.5454545454545454,0.8814655172413793,0.15602836879432624,0.6650406504065041,0.2426470588235294,0.45384385461501675,0.5396985521006408,0.5187469430178528,[10],[19],['RW'],['FW'],49
0,SVM,0.45641646489104115,0.47805810397553516,0.4442176870748299,0.37444823951085815,0.4598639455782313,0.42857142857142855,0.8666666666666667,0.08944954128440367,0.6008888888888889,0.14800759013282733,0.37444823951085815,0.4442176870748299,0.47805810397553516,[10],[20],['RW'],['FW'],49
1,RandomForest,0.725181598062954,0.4845258271313831,0.4748822605965463,0.4736564346568978,0.7959183673469388,0.15384615384615385,0.8836858006042296,0.08536585365853659,0.8375089477451682,0.10980392156862745,0.4736564346568978,0.4748822605965463,0.4845258271313831,[10],[20],['RW'],['FW'],49
2,KNN,0.6452784503631961,0.5095958380142299,0.52145473574045,0.47861960804589526,0.6802721088435374,0.3626373626373626,0.8960573476702509,0.12313432835820895,0.7733952049497292,0.18384401114206125,0.47861960804589526,0.52145473574045,0.5095958380142299,[10],[20],['RW'],['FW'],49
3,DecisionTree,0.6101694915254238,0.5264758200025851,0.5643118785975929,0.48106264584455216,0.6231292517006802,0.5054945054945055,0.9105367793240556,0.14241486068111456,0.7399030694668821,0.2222222222222222,0.48106264584455216,0.5643118785975929,0.5264758200025851,[10],[20],['RW'],['FW'],49
4,MLP,0.6210653753026635,0.5074970499204761,0.5174777603349032,0.46805835889775677,0.6503401360544218,0.38461538461538464,0.8951310861423221,0.11986301369863013,0.7533490937746258,0.18276762402088773,0.46805835889775677,0.5174777603349032,0.5074970499204761,[10],[20],['RW'],['FW'],49
0,SVM,0.29520697167755994,0.49526830016880663,0.49053526891347443,0.2805564202853083,0.244228432563791,0.7368421052631579,0.8893805309734514,0.10115606936416185,0.38322211630123926,0.17789072426937738,0.2805564202853083,0.49053526891347443,0.49526830016880663,[10],[21],['RW'],['FW'],49
1,RandomForest,0.8126361655773421,0.4689075630252101,0.4718424250175865,0.4702898550724638,0.9015795868772782,0.042105263157894736,0.8907563025210085,0.047058823529411764,0.8961352657004832,0.044444444444444446,0.4702898550724638,0.4718424250175865,0.4689075630252101,[10],[21],['RW'],['FW'],49
2,KNN,0.5544662309368191,0.4965129587956856,0.4908038626334975,0.42848836235830634,0.5710814094775213,0.4105263157894737,0.8935361216730038,0.09948979591836735,0.6968124536693847,0.16016427104722794,0.42848836235830634,0.4908038626334975,0.4965129587956856,[10],[21],['RW'],['FW'],49
3,DecisionTree,0.29411764705882354,0.4859434228250995,0.4713052375775405,0.27779720279720277,0.24787363304981774,0.6947368421052632,0.8755364806866953,0.09635036496350365,0.38636363636363635,0.1692307692307692,0.27779720279720277,0.4713052375775405,0.4859434228250995,[10],[21],['RW'],['FW'],49
4,MLP,0.4008714596949891,0.49201534257564744,0.47963164289825416,0.3494897959183673,0.38031591737545567,0.5789473684210527,0.886685552407932,0.09734513274336283,0.532312925170068,0.16666666666666666,0.3494897959183673,0.47963164289825416,0.49201534257564744,[10],[21],['RW'],['FW'],49
0,SVM,0.39568345323741005,0.5293537541035688,0.5524926616797652,0.3760339166216385,0.33379888268156427,0.7711864406779662,0.8984962406015038,0.1602112676056338,0.48676171079429736,0.2653061224489796,0.3760339166216385,0.5524926616797652,0.5293537541035688,[10],[23],['RW'],['FW'],49
1,RandomForest,0.7733812949640287,0.5438251057827926,0.5459710254710728,0.5447953216374268,0.8631284916201117,0.2288135593220339,0.8716502115655853,0.216,0.8673684210526316,0.2222222222222222,0.5447953216374268,0.5459710254710728,0.5438251057827926,[10],[23],['RW'],['FW'],49
2,KNN,0.5311750599520384,0.5225906127545472,0.5464681374869804,0.45657792775903017,0.5251396648044693,0.5677966101694916,0.8805620608899297,0.16461916461916462,0.6579177602799651,0.25523809523809526,0.45657792775903017,0.5464681374869804,0.5225906127545472,[10],[23],['RW'],['FW'],49
3,DecisionTree,0.8093525179856115,0.5121095158314424,0.5067583562162674,0.50247438384278,0.9287709497206704,0.0847457627118644,0.8602846054333765,0.16393442622950818,0.893216924110141,0.11173184357541899,0.50247438384278,0.5067583562162674,0.5121095158314424,[10],[23],['RW'],['FW'],49
4,MLP,0.6079136690647482,0.47788597558969637,0.4602192027270145,0.4498847194234155,0.6662011173184358,0.2542372881355932,0.8442477876106195,0.11152416356877323,0.7447306791569086,0.15503875968992245,0.4498847194234155,0.4602192027270145,0.47788597558969637,[10],[23],['RW'],['FW'],49
0,SVM,0.5239477503628447,0.5610249554367202,0.5629435558006987,0.5235854625179189,0.42792792792792794,0.6979591836734694,0.7196969696969697,0.4023529411764706,0.536723163841808,0.5104477611940299,0.5235854625179189,0.5629435558006987,0.5610249554367202,[10],[3],['RW'],['FP'],49
1,RandomForest,0.613933236574746,0.5455945740365111,0.5330621437764295,0.5243589743589743,0.8130630630630631,0.2530612244897959,0.6636029411764706,0.42758620689655175,0.7307692307692307,0.31794871794871793,0.5243589743589743,0.5330621437764295,0.5455945740365111,[10],[3],['RW'],['FP'],49
2,KNN,0.5181422351233672,0.4732740962187898,0.4733728626585769,0.4733192116411863,0.6283783783783784,0.3183673469387755,0.625560538116592,0.32098765432098764,0.6269662921348316,0.319672131147541,0.4733192116411863,0.4733728626585769,0.4732740962187898,[10],[3],['RW'],['FP'],49
3,DecisionTree,0.5834542815674891,0.5727762803234502,0.5789299503585218,0.5690418332988264,0.5945945945945946,0.563265306122449,0.7115902964959568,0.4339622641509434,0.6478527607361962,0.4902309058614565,0.5690418332988264,0.5789299503585218,0.5727762803234502,[10],[3],['RW'],['FP'],49
4,MLP,0.5703918722786647,0.527242478207892,0.5267190660047802,0.5268559762435041,0.6779279279279279,0.37551020408163266,0.6629955947136564,0.39148936170212767,0.6703786191536748,0.38333333333333336,0.5268559762435041,0.5267190660047802,0.527242478207892,[10],[3],['RW'],['FP'],49
0,SVM,0.4927685950413223,0.4573779973304227,0.45264142202911445,0.4513383848878176,0.5633055344958302,0.3419773095623987,0.6466492602262838,0.2681067344345616,0.6021069692058346,0.30056980056980054,0.4513383848878176,0.45264142202911445,0.4573779973304227,[10],[6],['RW'],['FP'],49
1,RandomForest,0.6518595041322314,0.5562469560234924,0.5361866155171333,0.5272334659391462,0.8551933282789992,0.2171799027552674,0.7001862197392924,0.4123076923076923,0.7699658703071672,0.28450106157112526,0.5272334659391462,0.5361866155171333,0.5562469560234924,[10],[6],['RW'],['FP'],49
2,KNN,0.5490702479338843,0.47679141716566864,0.4771399923570604,0.4769243624918178,0.6755117513267627,0.2787682333873582,0.6669161676646707,0.2866666666666667,0.671186440677966,0.2826622843056697,0.4769243624918178,0.4771399923570604,0.47679141716566864,[10],[6],['RW'],['FP'],49
3,DecisionTree,0.547004132231405,0.4906946955997589,0.4902878144264785,0.49004996865883543,0.6467020470053071,0.3338735818476499,0.6748417721518988,0.30654761904761907,0.6604723190089045,0.31962761830876646,0.49004996865883543,0.4902878144264785,0.4906946955997589,[10],[6],['RW'],['FP'],49
4,MLP,0.5449380165289256,0.46848312476298826,0.46936311704142053,0.4687889991519266,0.6777862016679302,0.26094003241491087,0.6622222222222223,0.27474402730375425,0.6699138254027727,0.2676641729010806,0.4687889991519266,0.46936311704142053,0.46848312476298826,[10],[6],['RW'],['FP'],49
0,SVM,0.484472049689441,0.5485527544351074,0.5393797331410025,0.4758351674693282,0.29152542372881357,0.7872340425531915,0.6825396825396826,0.41456582633053224,0.4085510688836104,0.5431192660550459,0.4758351674693282,0.5393797331410025,0.5485527544351074,[10],[9],['RW'],['FP'],49
1,RandomForest,0.6252587991718427,0.5926630434782609,0.570708618824378,0.5648193778653883,0.8169491525423729,0.324468085106383,0.654891304347826,0.5304347826086957,0.726998491704374,0.40264026402640263,0.5648193778653883,0.570708618824378,0.5926630434782609,[10],[9],['RW'],['FP'],49
2,KNN,0.5507246376811594,0.55327489192342,0.5559953119365308,0.5462432625495162,0.5322033898305085,0.5797872340425532,0.6652542372881356,0.44129554655870445,0.591337099811676,0.5011494252873563,0.5462432625495162,0.5559953119365308,0.55327489192342,[10],[9],['RW'],['FP'],49
3,DecisionTree,0.5631469979296067,0.5474907878575188,0.5488009376126939,0.5474334892024033,0.6135593220338983,0.48404255319148937,0.6510791366906474,0.44390243902439025,0.631762652705061,0.4631043256997456,0.5474334892024033,0.5488009376126939,0.5474907878575188,[10],[9],['RW'],['FP'],49
4,MLP,0.546583850931677,0.5391989664082688,0.5410295708618824,0.536855978177583,0.5661016949152542,0.5159574468085106,0.6472868217054264,0.4311111111111111,0.6039783001808319,0.46973365617433416,0.536855978177583,0.5410295708618824,0.5391989664082688,[10],[9],['RW'],['FP'],49
0,SVM,0.3936842105263158,0.4616978584555376,0.44342105263157894,0.37263822137432584,0.3605263157894737,0.5263157894736842,0.7527472527472527,0.17064846416382254,0.48754448398576505,0.2577319587628866,0.37263822137432584,0.44342105263157894,0.4616978584555376,[10],[14],['RW'],['FP'],49
1,RandomForest,0.7442105263157894,0.4658705737179988,0.4848684210526316,0.46380167746341144,0.9171052631578948,0.05263157894736842,0.7947548460661346,0.136986301369863,0.851557727550397,0.07604562737642585,0.46380167746341144,0.4848684210526316,0.4658705737179988,[10],[14],['RW'],['FP'],49
2,KNN,0.5147368421052632,0.48167512257705647,0.47171052631578947,0.4448817450448771,0.5434210526315789,0.4,0.7836812144212524,0.17966903073286053,0.6418026418026417,0.24796084828711257,0.4448817450448771,0.47171052631578947,0.48167512257705647,[10],[14],['RW'],['FP'],49
3,DecisionTree,0.588421052631579,0.4767395595819242,0.46842105263157896,0.46450015930201216,0.6684210526315789,0.26842105263157895,0.7851622874806801,0.16831683168316833,0.7221037668798864,0.20689655172413796,0.46450015930201216,0.46842105263157896,0.4767395595819242,[10],[14],['RW'],['FP'],49
4,MLP,0.5273684210526316,0.45407849597101574,0.43223684210526314,0.4273658830620856,0.5907894736842105,0.2736842105263158,0.7649063032367973,0.14325068870523416,0.6666666666666667,0.18806509945750452,0.4273658830620856,0.43223684210526314,0.45407849597101574,[10],[14],['RW'],['FP'],49
0,SVM,0.35766423357664234,0.5148056244830439,0.5105380901919228,0.35088569428740646,0.17543859649122806,0.8456375838926175,0.7526881720430108,0.27692307692307694,0.2845528455284553,0.41721854304635764,0.35088569428740646,0.5105380901919228,0.5148056244830439,[10],[16],['RW'],['FP'],49
1,RandomForest,0.7262773722627737,0.5308868501529052,0.5008494390338262,0.4271297948260482,0.9949874686716792,0.006711409395973154,0.728440366972477,0.3333333333333333,0.8411016949152542,0.013157894736842106,0.4271297948260482,0.5008494390338262,0.5308868501529052,[10],[16],['RW'],['FP'],49
2,KNN,0.5346715328467153,0.5585931190437732,0.5732199626583236,0.5196204816170783,0.48872180451127817,0.6577181208053692,0.7926829268292683,0.32450331125827814,0.6046511627906976,0.43458980044345896,0.5196204816170783,0.5732199626583236,0.5585931190437732,[10],[16],['RW'],['FP'],49
3,DecisionTree,0.4781021897810219,0.5561941724561897,0.5638088509865267,0.4755805393829887,0.37593984962406013,0.7516778523489933,0.8021390374331551,0.31024930747922436,0.5119453924914676,0.43921568627450985,0.4755805393829887,0.5638088509865267,0.5561941724561897,[10],[16],['RW'],['FP'],49
4,MLP,0.4762773722627737,0.4928892816969308,0.4910682747136297,0.4563172577338832,0.45864661654135336,0.5234899328859061,0.7204724409448819,0.2653061224489796,0.5604900459418071,0.3521444695259594,0.4563172577338832,0.4910682747136297,0.4928892816969308,[10],[16],['RW'],['FP'],49
0,SVM,0.4704391891891892,0.5158849811835178,0.5489672364672364,0.3929580424669666,0.4537037037037037,0.6442307692307693,0.9297912713472486,0.1019786910197869,0.6098319850653392,0.17608409986859394,0.3929580424669666,0.5489672364672364,0.5158849811835178,[10],[18],['RW'],['FP'],49
1,RandomForest,0.8344594594594594,0.4580714425141518,0.4617521367521367,0.4598892147279243,0.9138888888888889,0.009615384615384616,0.9055045871559633,0.010638297872340425,0.9096774193548386,0.0101010101010101,0.4598892147279243,0.4617521367521367,0.4580714425141518,[10],[18],['RW'],['FP'],49
2,KNN,0.589527027027027,0.48859666149068326,0.4665242165242165,0.4259720360084275,0.6157407407407407,0.3173076923076923,0.9035326086956522,0.07366071428571429,0.7323788546255506,0.11956521739130435,0.4259720360084275,0.4665242165242165,0.48859666149068326,[10],[18],['RW'],['FP'],49
3,DecisionTree,0.6849662162162162,0.5205894323541382,0.5535968660968661,0.49261903804507046,0.7129629629629629,0.3942307692307692,0.9243697478991597,0.1168091168091168,0.8050182958703607,0.18021978021978022,0.49261903804507046,0.5535968660968661,0.5205894323541382,[10],[18],['RW'],['FP'],49
4,MLP,0.5701013513513513,0.49834046872931104,0.4949786324786325,0.4274460252238558,0.5861111111111111,0.40384615384615385,0.9107913669064748,0.08588957055214724,0.7132394366197183,0.14165261382799327,0.4274460252238558,0.4949786324786325,0.49834046872931104,[10],[18],['RW'],['FP'],49
0,SVM,0.3997627520759193,0.5105163060422773,0.5187910863509749,0.37585159432504567,0.34958217270194986,0.688,0.8655172413793103,0.15551537070524413,0.4980158730158731,0.2536873156342183,0.37585159432504567,0.5187910863509749,0.5105163060422773,[10],[19],['RW'],['FP'],49
1,RandomForest,0.8386714116251482,0.4923913043478261,0.4989470752089137,0.47030123821844394,0.9818941504178273,0.016,0.8514492753623188,0.13333333333333333,0.9120310478654593,0.028571428571428577,0.47030123821844394,0.4989470752089137,0.4923913043478261,[10],[19],['RW'],['FP'],49
2,KNN,0.5065243179122183,0.48939303325396916,0.4790529247910863,0.4252523928149993,0.5181058495821727,0.44,0.8416289592760181,0.1371571072319202,0.6413793103448275,0.20912547528517111,0.4252523928149993,0.4790529247910863,0.48939303325396916,[10],[19],['RW'],['FP'],49
3,DecisionTree,0.8173190984578885,0.46736209335219236,0.4897158774373259,0.46829128440366974,0.9554317548746518,0.024,0.849009900990099,0.08571428571428572,0.8990825688073395,0.037500000000000006,0.46829128440366974,0.4897158774373259,0.46736209335219236,[10],[19],['RW'],['FP'],49
4,MLP,0.6844602609727165,0.5201308394801546,0.5306518105849583,0.5142662808026895,0.7493036211699164,0.312,0.8621794871794872,0.1780821917808219,0.8017883755588674,0.22674418604651164,0.5142662808026895,0.5306518105849583,0.5201308394801546,[10],[19],['RW'],['FP'],49
0,SVM,0.44324324324324327,0.5633613958856677,0.5597413820695836,0.4428887466742899,0.2914572864321608,0.8280254777070064,0.8111888111888111,0.3155339805825243,0.42883548983364134,0.45694200351493847,0.4428887466742899,0.5597413820695836,0.5633613958856677,[10],[24],['RW'],['FP'],49
1,RandomForest,0.581981981981982,0.4672628224894645,0.46941714944147495,0.4678811121764142,0.7286432160804021,0.21019108280254778,0.7004830917874396,0.23404255319148937,0.7142857142857143,0.2214765100671141,0.4678811121764142,0.46941714944147495,0.4672628224894645,[10],[24],['RW'],['FP'],49
2,KNN,0.5351351351351351,0.530066004885401,0.5370322952341324,0.5094485707238194,0.5326633165829145,0.5414012738853503,0.7464788732394366,0.31365313653136534,0.6217008797653959,0.397196261682243,0.5094485707238194,0.5370322952341324,0.530066004885401,[10],[24],['RW'],['FP'],49
3,DecisionTree,0.4306306306306306,0.41578185328185324,0.3966728547194571,0.39252660164043446,0.4748743718592965,0.3184713375796178,0.6385135135135135,0.19305019305019305,0.5446685878962535,0.2403846153846154,0.39252660164043446,0.3966728547194571,0.41578185328185324,[10],[24],['RW'],['FP'],49
4,MLP,0.563963963963964,0.5077700348432056,0.5089219985276703,0.5039811504712383,0.635678391959799,0.3821656050955414,0.7228571428571429,0.2926829268292683,0.6764705882352942,0.33149171270718236,0.5039811504712383,0.5089219985276703,0.5077700348432056,[10],[24],['RW'],['FP'],49
0,SVM,0.5092250922509225,0.5253262280521965,0.5357597623089984,0.47877644132565444,0.4868421052631579,0.5846774193548387,0.7980392156862746,0.25261324041811845,0.6047548291233283,0.3527980535279805,0.47877644132565444,0.5357597623089984,0.5253262280521965,[10],[3],['RW'],['LW'],49
1,RandomForest,0.5009225092250923,0.5084349950091811,0.5119424293872511,0.46551587428170405,0.4916267942583732,0.532258064516129,0.7798861480075902,0.236983842010772,0.603081438004402,0.3279503105590062,0.46551587428170405,0.5119424293872511,0.5084349950091811,[10],[3],['RW'],['LW'],49
2,KNN,0.6226937269372693,0.5320101688478277,0.5398402531254823,0.529229628984664,0.6925837320574163,0.3870967741935484,0.7920656634746922,0.2719546742209632,0.7389917038927888,0.3194675540765391,0.529229628984664,0.5398402531254823,0.5320101688478277,[10],[3],['RW'],['LW'],49
3,DecisionTree,0.3044280442804428,0.4875,0.49090330297885476,0.30022602739726023,0.1471291866028708,0.8346774193548387,0.75,0.225,0.246,0.3544520547945205,0.30022602739726023,0.49090330297885476,0.4875,[10],[3],['RW'],['LW'],49
4,MLP,0.5904059040590406,0.5505295429208472,0.5699567834542367,0.5343858834455537,0.6076555023923444,0.532258064516129,0.8141025641025641,0.28695652173913044,0.695890410958904,0.3728813559322034,0.5343858834455537,0.5699567834542367,0.5505295429208472,[10],[3],['RW'],['LW'],49
0,SVM,0.5391156462585034,0.5469443318079129,0.5566301431127012,0.5220845592535608,0.5144230769230769,0.5988372093023255,0.7561837455830389,0.3377049180327869,0.6123032904148783,0.43186582809224316,0.5220845592535608,0.5566301431127012,0.5469443318079129,[10],[5],['RW'],['LW'],49
1,RandomForest,0.6811224489795918,0.5683599546129003,0.5410470706618963,0.5338537400045451,0.8786057692307693,0.20348837209302326,0.727363184079602,0.4093567251461988,0.7958628198149155,0.27184466019417475,0.5338537400045451,0.5410470706618963,0.5683599546129003,[10],[5],['RW'],['LW'],49
2,KNN,0.5688775510204082,0.5055338468862526,0.5060515429338104,0.5041115281644046,0.6574519230769231,0.3546511627906977,0.7113133940182055,0.29975429975429974,0.6833229231730169,0.32490013315579225,0.5041115281644046,0.5060515429338104,0.5055338468862526,[10],[5],['RW'],['LW'],49
3,DecisionTree,0.5986394557823129,0.5869328009100723,0.6046651386404294,0.5748828973448562,0.5901442307692307,0.6191860465116279,0.7893890675241158,0.3844765342960289,0.6753782668500689,0.4743875278396436,0.5748828973448562,0.6046651386404294,0.5869328009100723,[10],[5],['RW'],['LW'],49
4,MLP,0.5697278911564626,0.48996154624569926,0.48960196779964227,0.489581582062411,0.6826923076923077,0.29651162790697677,0.7012345679012346,0.2786885245901639,0.6918392204628502,0.28732394366197184,0.489581582062411,0.48960196779964227,0.48996154624569926,[10],[5],['RW'],['LW'],49
0,SVM,0.4166666666666667,0.5481727574750831,0.5511629717072918,0.4163539276446999,0.29022403258655805,0.8121019108280255,0.8284883720930233,0.26785714285714285,0.4298642533936652,0.4028436018957346,0.4163539276446999,0.5511629717072918,0.5481727574750831,[10],[6],['RW'],['LW'],49
1,RandomForest,0.6790123456790124,0.48512544802867386,0.4903096501355611,0.4798053283829211,0.8564154786150713,0.12420382165605096,0.753584229390681,0.21666666666666667,0.8017159199237369,0.15789473684210528,0.4798053283829211,0.4903096501355611,0.48512544802867386,[10],[6],['RW'],['LW'],49
2,KNN,0.5856481481481481,0.5373232346968306,0.5489349695798253,0.5262200165425971,0.620162932790224,0.47770700636942676,0.7878395860284605,0.28680688336520077,0.6940170940170939,0.35842293906810035,0.5262200165425971,0.5489349695798253,0.5373232346968306,[10],[6],['RW'],['LW'],49
3,DecisionTree,0.6697530864197531,0.5160511033681765,0.5134458469002555,0.5125421822272216,0.8167006109979633,0.21019108280254778,0.7638095238095238,0.2682926829268293,0.7893700787401574,0.2357142857142857,0.5125421822272216,0.5134458469002555,0.5160511033681765,[10],[6],['RW'],['LW'],49
4,MLP,0.5779320987654321,0.5148153600536064,0.5189299103610207,0.5058438258709277,0.6334012219959266,0.40445859872611467,0.7688504326328801,0.26078028747433263,0.6945840312674483,0.317103620474407,0.5058438258709277,0.5189299103610207,0.5148153600536064,[10],[6],['RW'],['LW'],49
0,SVM,0.4910122989593188,0.4952462012614679,0.49487283549783545,0.48355674222609707,0.4806547619047619,0.509090909090909,0.630859375,0.3596330275229358,0.5456081081081081,0.421505376344086,0.48355674222609707,0.49487283549783545,0.4952462012614679,[10],[7],['RW'],['LW'],49
1,RandomForest,0.6385998107852412,0.718916349809886,0.5044507575757575,0.3994675471473616,0.9985119047619048,0.01038961038961039,0.6378326996197718,0.8,0.7784222737819027,0.020512820512820513,0.3994675471473616,0.5044507575757575,0.718916349809886,[10],[7],['RW'],['LW'],49
2,KNN,0.5260170293282876,0.4743293133152843,0.4758116883116883,0.47413718626647794,0.6607142857142857,0.2909090909090909,0.6192468619246861,0.32941176470588235,0.6393088552915767,0.3089655172413793,0.47413718626647794,0.4758116883116883,0.4743293133152843,[10],[7],['RW'],['LW'],49
3,DecisionTree,0.6007568590350048,0.5523631938790696,0.5462391774891775,0.5453476140774324,0.7470238095238095,0.34545454545454546,0.6657824933687002,0.4389438943894389,0.7040673211781207,0.38662790697674415,0.5453476140774324,0.5462391774891775,0.5523631938790696,[10],[7],['RW'],['LW'],49
4,MLP,0.5402081362346263,0.4708549045388556,0.4753246753246753,0.4681777523790593,0.7142857142857143,0.23636363636363636,0.6201550387596899,0.3215547703180212,0.6639004149377593,0.27245508982035926,0.4681777523790593,0.4753246753246753,0.4708549045388556,[10],[7],['RW'],['LW'],49
0,SVM,0.5148895292987512,0.5023449800057654,0.5046701112877583,0.4375591776908798,0.5191441441441441,0.49019607843137253,0.8552875695732839,0.14940239043824702,0.6461107217939733,0.22900763358778625,0.4375591776908798,0.5046701112877583,0.5023449800057654,[10],[8],['RW'],['LW'],49
